"MAKE_CODE";"MIN_KW";"MAX_KW";"VALUE";"VALID_FROM";"VALID_TO"
"86";"101";"120";"0.74";"2010-01-01";"2010-12-31"
"86";"121";"150";"0.90";"2010-01-01";"2010-12-31"
"86";"151";"200";"0.90";"2010-01-01";"2010-12-31"
"86";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"48";"0";"33";"0.73";"2010-01-01";"2010-12-31"
"48";"34";"45";"0.72";"2010-01-01";"2010-12-31"
"48";"46";"55";"0.71";"2010-01-01";"2010-12-31"
"48";"56";"66";"0.72";"2010-01-01";"2010-12-31"
"48";"67";"75";"0.74";"2010-01-01";"2010-12-31"
"48";"76";"85";"0.77";"2010-01-01";"2010-12-31"
"48";"86";"100";"0.74";"2010-01-01";"2010-12-31"
"48";"101";"120";"0.74";"2010-01-01";"2010-12-31"
"48";"121";"150";"0.79";"2010-01-01";"2010-12-31"
"48";"151";"200";"0.79";"2010-01-01";"2010-12-31"
"48";"200";"999999";"0.78";"2010-01-01";"2010-12-31"
"88";"0";"33";"0.95";"2010-01-01";"2010-12-31"
"88";"34";"45";"0.87";"2010-01-01";"2010-12-31"
"88";"46";"55";"0.93";"2010-01-01";"2010-12-31"
"88";"56";"66";"0.80";"2010-01-01";"2010-12-31"
"88";"67";"75";"0.82";"2010-01-01";"2010-12-31"
"88";"76";"85";"0.88";"2010-01-01";"2010-12-31"
"88";"86";"100";"0.88";"2010-01-01";"2010-12-31"
"88";"101";"120";"0.9";"2010-01-01";"2010-12-31"
"88";"121";"150";"0.90";"2010-01-01";"2010-12-31"
"88";"151";"200";"0.90";"2010-01-01";"2010-12-31"
"88";"200";"999999";"0.93";"2010-01-01";"2010-12-31"
"90";"0";"33";"0.84";"2010-01-01";"2010-12-31"
"90";"34";"45";"0.77";"2010-01-01";"2010-12-31"
"90";"46";"55";"0.74";"2010-01-01";"2010-12-31"
"90";"56";"66";"0.76";"2010-01-01";"2010-12-31"
"90";"67";"75";"0.78";"2010-01-01";"2010-12-31"
"90";"76";"85";"0.78";"2010-01-01";"2010-12-31"
"90";"86";"100";"0.77";"2010-01-01";"2010-12-31"
"90";"101";"120";"0.84";"2010-01-01";"2010-12-31"
"90";"121";"150";"0.95";"2010-01-01";"2010-12-31"
"90";"151";"200";"0.98";"2010-01-01";"2010-12-31"
"90";"200";"999999";"1.0";"2010-01-01";"2010-12-31"
"1";"0";"33";"0.75";"2010-01-01";"2010-12-31"
"1";"34";"45";"0.75";"2010-01-01";"2010-12-31"
"1";"46";"55";"0.75";"2010-01-01";"2010-12-31"
"1";"56";"66";"0.75";"2010-01-01";"2010-12-31"
"1";"67";"75";"0.75";"2010-01-01";"2010-12-31"
"1";"76";"85";"0.75";"2010-01-01";"2010-12-31"
"1";"86";"100";"0.75";"2010-01-01";"2010-12-31"
"1";"101";"120";"0.75";"2010-01-01";"2010-12-31"
"1";"121";"150";"0.75";"2010-01-01";"2010-12-31"
"1";"151";"200";"0.75";"2010-01-01";"2010-12-31"
"1";"200";"999999";"0.75";"2010-01-01";"2010-12-31"
"38";"0";"33";"0.75";"2010-01-01";"2010-12-31"
"38";"34";"45";"0.75";"2010-01-01";"2010-12-31"
"38";"46";"55";"0.75";"2010-01-01";"2010-12-31"
"38";"56";"66";"0.75";"2010-01-01";"2010-12-31"
"38";"67";"75";"0.75";"2010-01-01";"2010-12-31"
"38";"76";"85";"0.75";"2010-01-01";"2010-12-31"
"38";"86";"100";"0.75";"2010-01-01";"2010-12-31"
"38";"101";"120";"0.75";"2010-01-01";"2010-12-31"
"38";"121";"150";"0.75";"2010-01-01";"2010-12-31"
"38";"151";"200";"0.75";"2010-01-01";"2010-12-31"
"38";"200";"999999";"0.75";"2010-01-01";"2010-12-31"
"92";"0";"33";"0.75";"2010-01-01";"2010-12-31"
"92";"34";"45";"0.75";"2010-01-01";"2010-12-31"
"92";"46";"55";"0.75";"2010-01-01";"2010-12-31"
"92";"56";"66";"0.75";"2010-01-01";"2010-12-31"
"92";"67";"75";"0.75";"2010-01-01";"2010-12-31"
"92";"76";"85";"0.75";"2010-01-01";"2010-12-31"
"92";"86";"100";"0.75";"2010-01-01";"2010-12-31"
"92";"101";"120";"0.75";"2010-01-01";"2010-12-31"
"92";"121";"150";"0.75";"2010-01-01";"2010-12-31"
"92";"151";"200";"0.75";"2010-01-01";"2010-12-31"
"92";"200";"999999";"0.75";"2010-01-01";"2010-12-31"
"87";"0";"33";"0.75";"2010-01-01";"2010-12-31"
"87";"34";"45";"0.75";"2010-01-01";"2010-12-31"
"87";"46";"55";"0.75";"2010-01-01";"2010-12-31"
"87";"56";"66";"0.75";"2010-01-01";"2010-12-31"
"87";"67";"75";"0.75";"2010-01-01";"2010-12-31"
"87";"76";"85";"0.75";"2010-01-01";"2010-12-31"
"87";"86";"100";"0.75";"2010-01-01";"2010-12-31"
"87";"101";"120";"0.75";"2010-01-01";"2010-12-31"
"87";"121";"150";"0.75";"2010-01-01";"2010-12-31"
"87";"151";"200";"0.75";"2010-01-01";"2010-12-31"
"87";"200";"999999";"0.75";"2010-01-01";"2010-12-31"
"64";"0";"33";"0.75";"2010-01-01";"2010-12-31"
"64";"34";"45";"0.75";"2010-01-01";"2010-12-31"
"64";"46";"55";"0.75";"2010-01-01";"2010-12-31"
"64";"56";"66";"0.75";"2010-01-01";"2010-12-31"
"64";"67";"75";"0.75";"2010-01-01";"2010-12-31"
"64";"76";"85";"0.75";"2010-01-01";"2010-12-31"
"64";"86";"100";"0.75";"2010-01-01";"2010-12-31"
"64";"101";"120";"0.75";"2010-01-01";"2010-12-31"
"64";"121";"150";"0.75";"2010-01-01";"2010-12-31"
"64";"151";"200";"0.75";"2010-01-01";"2010-12-31"
"64";"200";"999999";"0.75";"2010-01-01";"2010-12-31"
"84";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"84";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"84";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"84";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"84";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"84";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"84";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"84";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"84";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"84";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"84";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"53";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"53";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"53";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"53";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"53";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"53";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"53";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"53";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"53";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"53";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"53";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"18";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"18";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"18";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"18";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"18";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"18";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"18";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"18";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"18";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"18";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"18";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"12";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"12";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"12";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"12";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"12";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"12";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"12";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"12";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"12";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"12";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"12";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"22";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"22";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"22";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"22";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"22";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"22";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"22";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"22";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"22";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"22";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"22";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"37";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"37";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"37";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"37";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"37";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"37";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"37";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"37";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"37";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"37";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"37";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"41";"0";"33";"0.82";"2010-01-01";"2010-12-31"
"41";"34";"45";"0.81";"2010-01-01";"2010-12-31"
"41";"46";"55";"0.79";"2010-01-01";"2010-12-31"
"41";"56";"66";"0.85";"2010-01-01";"2010-12-31"
"41";"67";"75";"0.88";"2010-01-01";"2010-12-31"
"41";"76";"85";"0.88";"2010-01-01";"2010-12-31"
"41";"86";"100";"0.88";"2010-01-01";"2010-12-31"
"41";"101";"120";"0.92";"2010-01-01";"2010-12-31"
"41";"121";"150";"0.88";"2010-01-01";"2010-12-31"
"41";"151";"200";"0.88";"2010-01-01";"2010-12-31"
"41";"200";"999999";"0.90";"2010-01-01";"2010-12-31"
"24";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"24";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"24";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"24";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"24";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"24";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"24";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"24";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"24";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"24";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"24";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"26";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"26";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"26";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"26";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"26";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"26";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"26";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"26";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"26";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"26";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"26";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"93";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"93";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"93";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"93";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"93";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"93";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"93";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"93";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"93";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"93";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"93";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"31";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"31";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"31";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"31";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"31";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"31";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"31";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"31";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"31";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"31";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"31";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"33";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"33";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"33";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"33";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"33";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"33";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"33";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"33";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"33";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"33";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"33";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"59";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"59";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"59";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"59";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"59";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"59";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"59";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"59";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"59";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"59";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"59";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"52";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"52";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"52";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"52";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"52";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"52";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"52";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"52";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"52";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"52";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"52";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"54";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"54";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"54";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"54";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"54";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"54";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"54";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"54";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"54";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"54";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"54";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"57";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"57";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"57";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"57";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"57";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"57";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"57";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"57";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"57";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"57";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"57";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"76";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"76";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"76";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"76";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"76";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"76";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"76";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"76";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"76";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"76";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"76";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"98";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"98";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"98";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"98";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"98";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"98";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"98";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"98";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"98";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"98";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"98";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"61";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"61";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"61";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"61";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"61";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"61";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"61";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"61";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"61";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"61";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"61";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"91";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"91";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"91";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"91";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"91";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"91";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"91";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"91";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"91";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"91";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"91";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"67";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"67";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"67";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"67";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"67";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"67";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"67";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"67";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"67";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"67";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"67";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"74";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"74";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"74";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"74";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"74";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"74";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"74";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"74";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"74";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"74";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"74";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"71";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"71";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"71";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"71";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"71";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"71";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"71";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"71";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"71";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"71";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"71";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"73";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"73";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"73";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"73";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"73";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"73";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"73";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"73";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"73";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"73";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"73";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"85";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"85";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"85";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"85";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"85";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"85";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"85";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"85";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"85";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"85";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"85";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"3";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"3";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"3";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"3";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"3";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"3";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"3";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"3";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"3";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"3";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"3";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"15";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"15";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"15";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"15";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"15";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"15";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"15";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"15";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"15";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"15";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"15";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"29";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"29";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"29";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"29";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"29";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"29";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"29";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"29";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"29";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"29";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"29";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"43";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"43";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"43";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"43";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"43";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"43";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"43";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"43";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"43";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"43";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"43";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"55";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"55";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"55";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"55";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"55";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"55";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"55";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"55";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"55";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"55";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"55";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"58";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"58";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"58";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"58";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"58";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"58";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"58";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"58";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"58";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"58";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"58";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"63";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"63";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"63";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"63";"56";"66";"0.92";"2010-01-01";"2010-12-31"
"63";"67";"75";"0.92";"2010-01-01";"2010-12-31"
"63";"76";"85";"0.92";"2010-01-01";"2010-12-31"
"63";"86";"100";"0.86";"2010-01-01";"2010-12-31"
"63";"101";"120";"0.86";"2010-01-01";"2010-12-31"
"63";"121";"150";"0.86";"2010-01-01";"2010-12-31"
"63";"151";"200";"0.89";"2010-01-01";"2010-12-31"
"63";"200";"999999";"0.89";"2010-01-01";"2010-12-31"
"79";"0";"33";"0.79";"2010-01-01";"2010-12-31"
"79";"34";"45";"0.84";"2010-01-01";"2010-12-31"
"79";"46";"55";"0.92";"2010-01-01";"2010-12-31"
"79";"56";"66";"0.92";"2010-01-01";"2010-12-31"
